name	mod	context	context_source	default	live	seen	english	russian
key.walkers	walkers	UNIVERSAL	assumed		key.keyboard.0	options	Transform to your other shape	
key.walkers_ability	walkers	UNIVERSAL	assumed		key.keyboard.equal	options	Use an Shape Ability	
key.walkers_unlock	walkers	UNIVERSAL	assumed		key.keyboard.unknown	options	Scan a mob	
key.walkers_variants	walkers	UNIVERSAL	assumed		key.keyboard.unknown	options	Open the Variants Menu	
key.wildex.open	wildex	IN_GAME	bytecode		key.keyboard.unknown	options	Open Wildex	
key.xycraft_core.modifier_key	xycraft_core	UNIVERSAL	bytecode	key.keyboard.left.control	key.keyboard.unknown	options+defaults	Modifier Key	
key.yes_steve_model.animation_roulette.desc	yes_steve_model	IN_GAME	bytecode		key.keyboard.num.lock	options	Open Animation Roulette	Открыть рулетку анимаций
key.yes_steve_model.debug_animation.desc	yes_steve_model	IN_GAME	bytecode		key.keyboard.unknown	options	Open Animation Debug	Открыть меню отладки анимаций
key.yes_steve_model.extra_animation.0.desc	yes_steve_model	UNIVERSAL	assumed		key.keyboard.unknown	options	Play Extra Animation 0	Воспроизвести доп. анимацию 0
key.yes_steve_model.extra_animation.1.desc	yes_steve_model	UNIVERSAL	assumed		key.keyboard.unknown	options	Play Extra Animation 1	Воспроизвести доп. анимацию 1
key.yes_steve_model.extra_animation.2.desc	yes_steve_model	UNIVERSAL	assumed		key.keyboard.unknown	options	Play Extra Animation 2	Воспроизвести доп. анимацию 2
key.yes_steve_model.extra_animation.3.desc	yes_steve_model	UNIVERSAL	assumed		key.keyboard.unknown	options	Play Extra Animation 3	Воспроизвести доп. анимацию 3
key.yes_steve_model.extra_animation.4.desc	yes_steve_model	UNIVERSAL	assumed		key.keyboard.unknown	options	Play Extra Animation 4	Воспроизвести доп. анимацию 4
key.yes_steve_model.extra_animation.5.desc	yes_steve_model	UNIVERSAL	assumed		key.keyboard.unknown	options	Play Extra Animation 5	Воспроизвести доп. анимацию 5
key.yes_steve_model.extra_animation.6.desc	yes_steve_model	UNIVERSAL	assumed		key.keyboard.unknown	options	Play Extra Animation 6	Воспроизвести доп. анимацию 6
key.yes_steve_model.extra_animation.7.desc	yes_steve_model	UNIVERSAL	assumed		key.keyboard.unknown	options	Play Extra Animation 7	Воспроизвести доп. анимацию 7
key.yes_steve_model.lock_roulette.desc	yes_steve_model	IN_GAME	bytecode		key.keyboard.unknown	options	Lock Roulette	Заблокировать рулетку
key.yes_steve_model.open_extra_player_render.desc	yes_steve_model	IN_GAME	bytecode		key.keyboard.unknown	options	Extra Player Render Config	Дополнительная конфигурация визуализации игрока
key.yes_steve_model.player_model.desc	yes_steve_model	IN_GAME	bytecode		key.keyboard.y	options	Open Player Model GUI	Открыть интерфейс моделей игрока
keybind.advancedperipherals.description	advancedperipherals	UNIVERSAL	assumed	key.keyboard.left.control	key.keyboard.unknown	options+defaults	Show Description	Показать описание
keybind.ironjetpacks.ascend	ironjetpacks	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Ascend	
keybind.ironjetpacks.decrement_throttle	ironjetpacks	UNIVERSAL	assumed	key.keyboard.comma	key.keyboard.page.down	options+defaults	Decrease Throttle	Убавить газ
keybind.ironjetpacks.descend	ironjetpacks	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.left.shift	options+defaults	Descend	Снижение
keybind.ironjetpacks.engine	ironjetpacks	UNIVERSAL	assumed	key.keyboard.v	key.keyboard.f8	options+defaults	Toggle Engine	Режим переключения двигателя
keybind.ironjetpacks.hover	ironjetpacks	UNIVERSAL	assumed	key.keyboard.h	key.keyboard.p	options+defaults	Toggle Hover Mode	Режим переключения зависания
keybind.ironjetpacks.hud	ironjetpacks	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Toggle HUD	
keybind.ironjetpacks.increment_throttle	ironjetpacks	UNIVERSAL	assumed	key.keyboard.period	key.keyboard.page.up	options+defaults	Increase Throttle	Прибавить газу
keybind.luggage.call	luggage	IN_GAME	bytecode	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Call for Luggage	
keybind.luggage.wait	luggage	IN_GAME	bytecode	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Make nearby Luggage wait	
keybind.reliquary.fortune_coin	reliquary	UNIVERSAL	bytecode	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Enable/Disable Fortune Coin	Вкл./Выкл. монетку фортуны
keyinfo.copycats.fill_copycat	copycats	UNIVERSAL	assumed	key.keyboard.left.alt	key.keyboard.unknown	options+defaults	Fill Copycat with Material	Заполнить весь элемент материалом
legendarytooltips.key.scrollTooltips	legendarytooltips	UNIVERSAL	assumed	key.keyboard.left.shift	key.keyboard.left.control	options+defaults	Scroll Tooltips	
mininggadgets.text.open_gui	mininggadgets	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Open Mining Gadget Settings	
options.narrator	minecraft	UNIVERSAL	bytecode	key.keyboard.b:CONTROL	key.keyboard.unknown	options+defaults		
patpat.keybinding.pat	patpat	UNIVERSAL	assumed		key.keyboard.scroll.lock	options		
placebo.toggleTrails	placebo	UNIVERSAL	assumed	key.keyboard.keypad.9	key.keyboard.unknown	options+defaults	Toggle Supporter Trails	Переключить Patreon следы
placebo.toggleWings	placebo	UNIVERSAL	assumed	key.keyboard.keypad.8	key.keyboard.unknown	options+defaults	Toggle Supporter Wings	Переключить Patreon крылья
pneumaticcraft.armor.options	pneumaticcraft	IN_GAME	bytecode	key.keyboard.u	key.keyboard.keypad.multiply	options+defaults	Pneumatic Armor General Options	Общие параметры Пневмоброни
pneumaticcraft.armor.upgrade.air_conditioning	pneumaticcraft	UNIVERSAL	assumed		key.keyboard.unknown	options	Air Conditioning	Воздушное кондиционорование
pneumaticcraft.armor.upgrade.block_tracker	pneumaticcraft	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Block Tracker	Трекер блоков
pneumaticcraft.armor.upgrade.block_tracker.module.end_portal	pneumaticcraft	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	End Portal Frames	Рамки портала Края
pneumaticcraft.armor.upgrade.block_tracker.module.energy	pneumaticcraft	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Forge Energy Blocks	Forge Energy блоки
pneumaticcraft.armor.upgrade.block_tracker.module.fluids	pneumaticcraft	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Fluid Tanks	Резервуары с жидкостью
pneumaticcraft.armor.upgrade.block_tracker.module.hackables	pneumaticcraft	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Hackables	Взломано
pneumaticcraft.armor.upgrade.block_tracker.module.inventories	pneumaticcraft	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Inventories	Инвентари
pneumaticcraft.armor.upgrade.block_tracker.module.misc	pneumaticcraft	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Miscellaneous Blocks	Разные блоки
pneumaticcraft.armor.upgrade.block_tracker.module.spawner	pneumaticcraft	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Mob Spawners	Спаунеры мобов
pneumaticcraft.armor.upgrade.charging	pneumaticcraft	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Auto-Charger	Автозарядник
pneumaticcraft.armor.upgrade.coordinate_tracker	pneumaticcraft	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Coordinate Tracker	Трекер координат
pneumaticcraft.armor.upgrade.core_components	pneumaticcraft	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Core Components	Основные компоненты
pneumaticcraft.armor.upgrade.elytra	pneumaticcraft	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Elytra	Элитра
pneumaticcraft.armor.upgrade.ender_visor	pneumaticcraft	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Ender Visor	Эндер визор
pneumaticcraft.armor.upgrade.entity_tracker	pneumaticcraft	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Entity Tracker	Трекер обьектов
pneumaticcraft.armor.upgrade.fall_protection	pneumaticcraft	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Fall Protection	Защита от падения
pneumaticcraft.armor.upgrade.jet_boots	pneumaticcraft	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Jet Boots	Реактивные ботинки
pneumaticcraft.armor.upgrade.jet_boots.module.builder_mode	pneumaticcraft	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Builder Mode	Режим строителя
pneumaticcraft.armor.upgrade.jet_boots.module.flight_stabilizers	pneumaticcraft	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Flight Stabilizers	Стабилизаторы полета
pneumaticcraft.armor.upgrade.jet_boots.module.hover	pneumaticcraft	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Hover	Парение
pneumaticcraft.armor.upgrade.jet_boots.module.smart_hover	pneumaticcraft	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Smart Hover	Умное парение
pneumaticcraft.armor.upgrade.jump_boost	pneumaticcraft	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Jump Boost	Усилитель прыжка
pneumaticcraft.armor.upgrade.magnet	pneumaticcraft	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Magnet	Притяжение
pneumaticcraft.armor.upgrade.night_vision	pneumaticcraft	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Night Vision	Ночное зрение
pneumaticcraft.armor.upgrade.reach_distance	pneumaticcraft	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Reach Boost	Достигнуто усилений
pneumaticcraft.armor.upgrade.run_speed	pneumaticcraft	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Run Speed	Скорость бега
pneumaticcraft.armor.upgrade.scuba	pneumaticcraft	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	SCUBA	Акваланг
pneumaticcraft.armor.upgrade.search	pneumaticcraft	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Item Search	Поиск предметов
pneumaticcraft.armor.upgrade.step_assist	pneumaticcraft	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Step Assist	Помощник шага
pneumaticcraft.armor.upgrade.stomp	pneumaticcraft	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Stomp	Поступь
pneumaticcraft.boots.jet_boots	pneumaticcraft	IN_GAME	bytecode	key.keyboard.space	key.keyboard.z	options+defaults	Pneumatic Jet Boots Thrust	Тяга рактивных ботинок
pneumaticcraft.boots.kick	pneumaticcraft	IN_GAME	bytecode	key.keyboard.x:CONTROL	key.keyboard.unknown	options+defaults	Pneumatic Boots Kick	Пневмоудар ботинками
pneumaticcraft.chestplate.launcher	pneumaticcraft	IN_GAME	bytecode	key.keyboard.c:CONTROL	key.keyboard.unknown	options+defaults	Pneumatic Chestplate Launcher	Пусковая установка Пневмоброни
pneumaticcraft.helmet.debugging.drone	pneumaticcraft	IN_GAME	bytecode	key.keyboard.y	key.keyboard.unknown	options+defaults	Pneumatic Helmet Drone Debugging	Отладка дронов с Пневмошлемом
pneumaticcraft.helmet.hack	pneumaticcraft	IN_GAME	bytecode	key.keyboard.h	key.keyboard.unknown	options+defaults	Pneumatic Helmet Hacking	Хакерство с Пневмошлемом
psimisc.keybind	psi	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Psi Master Keybind	Основная клавиша Psi
quark.emote.cheer	quark	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Cheer	Ликовать
quark.emote.clap	quark	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Clap	Хлопать
quark.emote.facepalm	quark	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Facepalm	Фейспалмить
quark.emote.headbang	quark	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Headbang	Слэмить
quark.emote.no	quark	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	No	Нет
quark.emote.point	quark	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Point	Указать
quark.emote.salute	quark	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Salute	Салютовать
quark.emote.shrug	quark	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Shrug	Пожать плечами
quark.emote.think	quark	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Think	Думать
quark.emote.wave	quark	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Wave	Волна
quark.emote.weep	quark	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Weep	Плакать
quark.emote.yes	quark	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Yes	Да
quark.keybind.autorun	quark	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Walk Automatically	Автоматическая ходьба
quark.keybind.back	quark	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Back	Назад
quark.keybind.camera_mode	quark	UNIVERSAL	assumed	key.keyboard.f12	key.keyboard.unknown	options+defaults	Camera Mode	Режим камеры
quark.keybind.change_hotbar	quark	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Hotbar Swapper	Смена панели быстрого доступа
quark.keybind.lock_rotation	quark	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Rotation Lock	Блокировка вращения
quark.keybind.narrator_full_readout	quark	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Narrator Full Readout	Полный вывод экранным диктором
quark.keybind.narrator_readout	quark	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Narrator Readout	Вывод экранным диктором
quark.keybind.patreon_emote.dab	quark	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Dab (Patreon)	Дэбить (Patreon)
quark.keybind.patreon_emote.dance	quark	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Dance (Patreon)	Танцевать (Patreon)
quark.keybind.patreon_emote.exorcist	quark	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Exorcist (Patreon)	Экзорцист (Patreon)
quark.keybind.patreon_emote.jet	quark	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Jet (Patreon)	Взлететь (Patreon)
quark.keybind.patreon_emote.tpose	quark	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	T-Pose (Patreon)	Т-позить (Patreon)
quark.keybind.patreon_emote.zombie	quark	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Zombie (Patreon)	Зомби (Patreon)
quark.keybind.shift_lock	quark	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Shift Lock	Блокировка Shift
quark.keybind.sort_container	quark	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Sort Target Inventory	Сортировка контейнера
quark.keybind.sort_player	quark	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Sort Player Inventory	Сортировка инвентаря
quark.keybind.transfer_extract	quark	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Extract Items	Извлечь предметы
quark.keybind.transfer_insert	quark	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Insert Items	Положить предметы
quark.keybind.variant_selector	quark	UNIVERSAL	assumed	key.keyboard.r	key.keyboard.unknown	options+defaults	Variant Selector	Выбор варианта
simplemagnets.keys.toggle	simplemagnets	UNIVERSAL	assumed	key.keyboard.h	key.keyboard.unknown	options+defaults	Toggle Magnet	Включить магнит
supplementaries.keybind.quiver	supplementaries	UNIVERSAL	assumed	key.keyboard.v	key.keyboard.unknown	options+defaults	Quiver	Колчан
tombstone.message.compendium	tombstone	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Compendium	Компендиум
tombstone.message.config	tombstone	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Configuration	Конфигурация
tombstone.message.knowledge_of_death	tombstone	UNIVERSAL	assumed	key.keyboard.unknown	key.keyboard.unknown	options+defaults	Knowledge of Death	Знания о смерти
xaeroplus.gui.world_map.start_drawing	xaeroplus	UNIVERSAL	assumed		key.keyboard.unknown	options	Start Drawing	Начать рисование
xaeroplus.keybind.switch_to_end	xaeroplus	UNIVERSAL	assumed		key.keyboard.unknown	options	Switch to End	Выбрать карту Энда
xaeroplus.keybind.switch_to_nether	xaeroplus	UNIVERSAL	assumed		key.keyboard.unknown	options	Switch to Nether	Выбрать карту Незера
xaeroplus.keybind.switch_to_overworld	xaeroplus	UNIVERSAL	assumed		key.keyboard.unknown	options	Switch to Overworld	Выбрать карту Верхнего мира
xaeroplus.keybind.switch_waypoints_to_end	xaeroplus	UNIVERSAL	assumed		key.keyboard.unknown	options	Switch Waypoints to End	Переключить Точки в Край
xaeroplus.keybind.switch_waypoints_to_nether	xaeroplus	UNIVERSAL	assumed		key.keyboard.unknown	options	Switch Waypoints to Nether	Переключить Точки в Нижний мир
xaeroplus.keybind.switch_waypoints_to_overworld	xaeroplus	UNIVERSAL	assumed		key.keyboard.unknown	options	Switch Waypoints to Overworld	Переключить Точки в Верхний мир
xaeroplus.keybind.world_map_baritone_elytra_here	xaeroplus	UNIVERSAL	assumed		key.keyboard.unknown	options	Baritone Elytra Here (WorldMap)	Задать Baritone elytra (карта мира)
xaeroplus.keybind.world_map_baritone_goal_here	xaeroplus	UNIVERSAL	assumed		key.keyboard.unknown	options	Baritone Goal Here (WorldMap)	Задать Baritone goal (карта мира)
xaeroplus.keybind.world_map_baritone_path_here	xaeroplus	UNIVERSAL	assumed		key.keyboard.unknown	options	Baritone Path Here (WorldMap)	Задать Baritone path (карта мира)
xaeroplus.setting.2b2t_highways_enabled	xaeroplus	UNIVERSAL	assumed		key.keyboard.unknown	options	Highways	Магистрали 2b2t
xaeroplus.setting.beacons_overlay	xaeroplus	UNIVERSAL	assumed		key.keyboard.unknown	options	Beacons	Маяки
xaeroplus.setting.lava_columns	xaeroplus	UNIVERSAL	assumed		key.keyboard.unknown	options	Lava Columns	Колонны лавы
xaeroplus.setting.map_art_grid	xaeroplus	UNIVERSAL	assumed		key.keyboard.unknown	options	Map Art Grid	Сетка мапартов
xaeroplus.setting.new_chunks_highlighting	xaeroplus	UNIVERSAL	assumed		key.keyboard.unknown	options	Liquid NewChunks	NewChunks по текущим жидкостям
xaeroplus.setting.old_biomes_enabled	xaeroplus	UNIVERSAL	assumed		key.keyboard.unknown	options	Old Biomes	Старые биомы 2b2t
xaeroplus.setting.old_chunks_highlighting	xaeroplus	UNIVERSAL	assumed		key.keyboard.unknown	options	OldChunks	Подсвечивать OldChunks
xaeroplus.setting.palette_new_chunks_highlighting	xaeroplus	UNIVERSAL	assumed		key.keyboard.unknown	options	Palette NewChunks	Palette NewChunks
xaeroplus.setting.player_spawn_chunks	xaeroplus	UNIVERSAL	assumed		key.keyboard.unknown	options	Player Spawn Chunks	Спавн-чанки вокруг игрока
xaeroplus.setting.portal_skip_detection	xaeroplus	UNIVERSAL	assumed		key.keyboard.unknown	options	PortalSkips	Обнаружение портал-скипов
xaeroplus.setting.portals	xaeroplus	UNIVERSAL	assumed		key.keyboard.unknown	options	Portals	Подсвечивать порталы
xaeroplus.setting.region_grid	xaeroplus	UNIVERSAL	assumed		key.keyboard.unknown	options	Regions	Регионы
xaeroplus.setting.show_render_distance	xaeroplus	UNIVERSAL	assumed		key.keyboard.unknown	options	Show Render Distance	Показать дистанцию прорисовки
xaeroplus.setting.spawn_chunks	xaeroplus	UNIVERSAL	assumed		key.keyboard.unknown	options	Spawn Chunks	Спавн-чанки
xaeroplus.setting.world_tools	xaeroplus	UNIVERSAL	assumed		key.keyboard.unknown	options	WorldTools	Синхронизация с WorldTools
